what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570337911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1477570337921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1477570337921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570350651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570350831
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1477570373066
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1477570386841
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1477570392031
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1477570393101
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1477570416581
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1477570422814
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570427264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570431974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570432864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570438754
opened,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1477570466056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570466766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570477716
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1477570480327
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1477570480377
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1477570480517
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1477570481157
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1477570489590
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1477570490181
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1477570500181
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1477570500241
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1477570514038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570519038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1477570527298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1477570541778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1477570543118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1477570552711
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1477570554421
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1477570554491
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1477570561711
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1477570561761
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1477570571661
