what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383468961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383475231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383478587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383478754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383484328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383489259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383506164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383515149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479383533250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479383561592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383563695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383578794
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1479383592897
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1479383593680
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1479383593769
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1479383593788
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1479383593871
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1479383593896
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383595691
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383595787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383606322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383617464
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383627146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383630230
opened,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1479383632128
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383633058
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1479383640400
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383679888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383692962
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383695935
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383712050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383717547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383736310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383737369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383764995
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383768870
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383776935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383786898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383790309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383797238
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383800818
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383812754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383832686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383837142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383840146
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383842289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383860566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383866155
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383872796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383879355
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383881935
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383886609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383889014
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383891174
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383894659
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479383897871
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479383900035
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479383910527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383921000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383926037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383942933
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383945155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383954394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383959459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383975255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479383980298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384019847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384023123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384028097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384050920
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479384054347
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479384058916
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479384062949
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479384065575
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479384121463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479384123425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479384132043
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384146629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384149477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479384151245
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479384153420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384158038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384162671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384167555
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384180518
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479384181627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479384236737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479384246640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384251807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384251980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384262824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384263028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384272615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384272773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479384301077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479384415730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479384423338
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479384425761
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479384429039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384791222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384847876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479384858602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479384862345
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479384932910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479384944190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1479384946424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1479384967780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1479384969511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479384971554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384973202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1479384974771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1479384981231
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1479384983807
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1479384994925
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385010029
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385010203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385057879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385107193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385108034
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385108329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385108531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385113930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385114324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385114547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1479385114915
