what,kind,bundleId,bundleVersion,description,time
processors,sysinfo,,,"4",1476628877217
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1476628877217
java.runtime.version,sysinfo,,,"1.7.0_71-b14",1476628877217
java.specification.name,sysinfo,,,"Java Platform API Specification",1476628877217
java.specification.vendor,sysinfo,,,"Oracle Corporation",1476628877217
java.specification.version,sysinfo,,,"1.7",1476628877217
java.vendor,sysinfo,,,"Oracle Corporation",1476628877217
java.version,sysinfo,,,"1.7.0_71",1476628877217
java.vm.info,sysinfo,,,"mixed mode",1476628877217
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1476628877217
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1476628877217
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1476628877217
java.vm.specification.version,sysinfo,,,"1.7",1476628877217
java.vm.vendor,sysinfo,,,"Oracle Corporation",1476628877217
java.vm.version,sysinfo,,,"24.71-b01",1476628877217
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1476628883971
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1476628883995
started,bundle,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse",1476628884021
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1476628884040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476628885195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476628888109
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1476628888190
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1476628888413
opened,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1476628888470
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1476628888516
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1476628888551
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476628889615
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476628889655
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1476628917412
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1476628920079
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1476628920109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476628925316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476628957437
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476628958951
activated,view,org.testng.eclipse,6.9.13.201609291640,"org.testng.eclipse.ResultView",1476628961676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476628980391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476629601410
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1476629604239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476629609599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476629612787
